100	13.8576 	0	5.79103 	0
200	13.9251 	0.0674634	4.96315 	0.827882
300	13.9126 	0.0408975	4.8109 	0.501638
400	13.4097 	0.503758	4.8886 	0.363122
500	13.8288 	0.572687	5.08097 	0.340764
600	14.2885 	0.655706	5.09722 	0.278707
700	15.0026 	0.903869	4.92005 	0.294742
800	14.524 	0.917488	5.00735 	0.269769
900	14.661 	0.820662	5.0886 	0.251407
1000	14.9009 	0.772256	5.07698 	0.225165
1100	15.0485 	0.713954	5.10777 	0.205985
1200	15.0821 	0.652611	5.18979 	0.205145
1300	15.2798 	0.632021	5.17663 	0.189164
1400	15.5367 	0.639046	5.02243 	0.233338
1500	15.316 	0.634535	5.10549 	0.232561
1600	15.1717 	0.610837	5.1848 	0.231549
1700	15.224 	0.576159	5.09493 	0.235336
1800	15.0694 	0.564779	5.20579 	0.24803
1900	15.0587 	0.534335	5.25963 	0.240711
2000	14.9255 	0.524117	5.25218 	0.22848
2100	14.8164 	0.510329	5.25563 	0.217355
2200	14.9351 	0.50085	5.29532 	0.211006
2300	14.8457 	0.486851	5.29107 	0.201668
2400	15.0215 	0.498166	5.20648 	0.210797
2500	14.9743 	0.48015	5.26286 	0.209902
2600	14.8265 	0.484417	5.30087 	0.205219
2700	14.8795 	0.469135	5.30206 	0.197476
2800	14.9736 	0.461761	5.31813 	0.19097
2900	14.9536 	0.446002	5.28888 	0.186575
3000	15.0443 	0.440323	5.2757 	0.18073
3100	15.0105 	0.427224	5.23817 	0.178787
3200	14.9593 	0.416817	5.28494 	0.179317
3300	14.9821 	0.40463	5.24381 	0.178599
3400	14.9367 	0.395155	5.21077 	0.176389
3500	14.8523 	0.392872	5.24312 	0.174304
3600	14.8564 	0.381824	5.27485 	0.172339
3700	14.8896 	0.372844	5.26039 	0.168239
3800	14.8229 	0.368981	5.2763 	0.164523
3900	14.7377 	0.369356	5.35482 	0.17845
4000	14.7135 	0.360813	5.36527 	0.174245
4100	14.7282 	0.35221	5.34773 	0.170845
4200	14.7249 	0.343737	5.32344 	0.168489
4300	14.8202 	0.348898	5.32728 	0.164569
4400	14.8911 	0.348184	5.31447 	0.161294
4500	14.8673 	0.341194	5.32997 	0.158428
4600	14.8778 	0.33386	5.33428 	0.155006
4700	14.8958 	0.327173	5.31974 	0.152367
4800	14.8907 	0.320324	5.29986 	0.150479
4900	14.8657 	0.314713	5.31288 	0.14795
5000	14.8467 	0.308943	5.31796 	0.14505
5100	14.8503 	0.302847	5.31036 	0.14238
5200	14.8782 	0.298274	5.31788 	0.139818
5300	14.8897 	0.292818	5.307 	0.137586
5400	14.8568 	0.289227	5.34062 	0.139138
5500	14.8751 	0.284507	5.3443 	0.136634
5600	14.903 	0.280779	5.35388 	0.134514
5700	14.9152 	0.276075	5.34769 	0.132278
5800	14.9861 	0.280384	5.32572 	0.13182
5900	15.0076 	0.276433	5.33565 	0.129947
6000	15.0159 	0.271912	5.34455 	0.128072
6100	15.012 	0.267445	5.32584 	0.127336
6200	15.0558 	0.26671	5.32735 	0.125275
6300	15.0449 	0.262668	5.34085 	0.124007
6400	15.0011 	0.262219	5.34255 	0.122066
6500	14.9959 	0.258205	5.31639 	0.122986
6600	15.0195 	0.25536	5.31707 	0.12111
6700	15.0109 	0.251666	5.31494 	0.119308
6800	15.0521 	0.251334	5.292 	0.119757
6900	15.0813 	0.249381	5.28792 	0.118079
7000	15.0759 	0.245853	5.29833 	0.116845
7100	15.1237 	0.247036	5.29537 	0.115225
7200	15.1311 	0.243696	5.28504 	0.114083
7300	15.0948 	0.243063	5.30207 	0.113791
7400	15.0535 	0.243289	5.30204 	0.112243
7500	15.0544 	0.240025	5.30235 	0.110737
7600	15.0565 	0.236855	5.29676 	0.109413
7700	15.0595 	0.233777	5.29016 	0.108185
7800	15.0632 	0.230791	5.2983 	0.107098
7900	15.0529 	0.228086	5.3094 	0.106316
8000	15.0599 	0.225326	5.30759 	0.104994
8100	15.1102 	0.228147	5.2968 	0.104249
8200	15.1199 	0.225553	5.29961 	0.103008
8300	15.0817 	0.226067	5.30642 	0.101987
8400	15.0493 	0.225692	5.30419 	0.10079
8500	15.0533 	0.223056	5.30393 	0.0995975
8600	15.069 	0.221007	5.30809 	0.0985202
8700	15.0568 	0.218794	5.30447 	0.0974486
8800	15.0451 	0.216609	5.30967 	0.0964752
8900	15.0649 	0.215076	5.29896 	0.0959837
9000	15.1228 	0.220409	5.29487 	0.0949996
9100	15.1235 	0.217974	5.29086 	0.0940352
9200	15.0781 	0.220303	5.29874 	0.0933403
9300	15.0914 	0.218324	5.3051 	0.09255
9400	15.043 	0.221347	5.29879 	0.0917772
9500	15.0221 	0.220002	5.30277 	0.0908931
9600	15.0298 	0.217835	5.29366 	0.0904014
9700	15.0326 	0.215596	5.2902 	0.0895314
9800	15.0069 	0.214924	5.30415 	0.0897045
9900	14.9767 	0.214882	5.32776 	0.0918793
10000	14.9675 	0.212919	5.31927 	0.0913513
