100	19.9457 	0	3.95067 	0
200	18.2916 	1.65405	4.9805 	1.02983
300	16.6039 	1.93917	5.51169 	0.797295
400	16.3894 	1.38787	5.07343 	0.714077
500	16.0364 	1.13152	5.26841 	0.586479
600	16.1867 	0.936022	5.31974 	0.481602
700	15.9984 	0.813184	5.3698 	0.410095
800	16.0165 	0.704471	5.40151 	0.356566
900	15.7273 	0.685283	5.46549 	0.320904
1000	15.7375 	0.613019	5.50927 	0.290344
1100	15.5947 	0.572592	5.4767 	0.264637
1200	15.25 	0.626079	5.63154 	0.286943
1300	15.2871 	0.577099	5.59226 	0.266855
1400	15.2666 	0.534682	5.60468 	0.247372
1500	15.2622 	0.497782	5.61221 	0.230414
1600	15.3959 	0.484456	5.56204 	0.221294
1700	15.5058 	0.468147	5.56466 	0.207886
1800	15.4383 	0.446503	5.51749 	0.201593
1900	15.4571 	0.422769	5.54131 	0.19217
2000	15.4157 	0.403207	5.48222 	0.191646
2100	15.2691 	0.410601	5.51419 	0.185074
2200	15.0638 	0.442019	5.53608 	0.177814
2300	15.06 	0.422382	5.48607 	0.177114
2400	15.1796 	0.421737	5.4719 	0.170165
2500	15.3568 	0.44159	5.47345 	0.163224
2600	15.2955 	0.428659	5.48094 	0.157
2700	15.3369 	0.414545	5.44163 	0.156106
2800	15.2926 	0.401917	5.43401 	0.15062
2900	15.3273 	0.389359	5.42408 	0.145673
3000	15.2814 	0.37894	5.4596 	0.145147
3100	15.2421 	0.368615	5.49487 	0.144749
3200	15.1837 	0.361651	5.54863 	0.15011
3300	15.2408 	0.35514	5.51857 	0.148564
3400	15.3284 	0.355489	5.5103 	0.144365
3500	15.3997 	0.352478	5.49811 	0.140709
3600	15.424 	0.343404	5.53134 	0.140726
3700	15.4054 	0.334511	5.51774 	0.137544
3800	15.3236 	0.3357	5.5378 	0.135369
3900	15.2342 	0.338981	5.54717 	0.132185
4000	15.2701 	0.33234	5.5771 	0.13227
4100	15.2375 	0.325765	5.60667 	0.132347
4200	15.227 	0.318088	5.59783 	0.12946
4300	15.1962 	0.312127	5.61057 	0.127054
4400	15.1422 	0.309695	5.6061 	0.124213
4500	15.0861 	0.307892	5.60081 	0.121537
4600	15.1045 	0.301691	5.58118 	0.120475
4700	15.1189 	0.295551	5.58154 	0.117884
4800	15.0105 	0.308973	5.59214 	0.115888
4900	14.9786 	0.304281	5.60142 	0.113877
5000	15.0083 	0.299613	5.56701 	0.11676
5100	14.9654 	0.296793	5.5658 	0.114454
5200	15.0057 	0.293799	5.55497 	0.112752
5300	14.9669 	0.290797	5.54602 	0.110965
5400	14.9978 	0.28703	5.53193 	0.1098
5500	14.9588 	0.284445	5.52999 	0.107803
5600	14.9109 	0.283405	5.54243 	0.106588
5700	14.9053 	0.278444	5.52697 	0.105837
5800	14.9129 	0.273705	5.53696 	0.104475
5900	14.907 	0.269091	5.54785 	0.103264
6000	14.9337 	0.265921	5.54237 	0.101677
6100	14.909 	0.262698	5.54835 	0.100175
6200	14.9132 	0.258461	5.54521 	0.0985957
6300	14.9413 	0.25588	5.54163 	0.097084
6400	14.94 	0.251854	5.53922 	0.0955855
6500	15.0429 	0.268457	5.5213 	0.0957933
6600	15.0621 	0.265056	5.50241 	0.0962036
6700	15.0363 	0.26234	5.52569 	0.0975742
6800	15.0306 	0.258516	5.52854 	0.0961709
6900	15.024 	0.254828	5.53849 	0.0952875
7000	15.0223 	0.251167	5.52919 	0.0943755
7100	15.0133 	0.247768	5.5354 	0.0932436
7200	15.047 	0.246625	5.52084 	0.0930852
7300	15.0395 	0.243339	5.52058 	0.0918016
7400	15.0299 	0.240222	5.51576 	0.0906811
7500	15.0812 	0.242492	5.50812 	0.0897891
7600	15.133 	0.244821	5.49376 	0.0897567
7700	15.1443 	0.241885	5.50787 	0.0897004
7800	15.1477 	0.238787	5.51832 	0.0891573
7900	15.1713 	0.236923	5.52736 	0.0884846
8000	15.1611 	0.234166	5.53265 	0.0875317
8100	15.1563 	0.231306	5.5331 	0.0864454
8200	15.1824 	0.229949	5.53523 	0.0854115
8300	15.1543 	0.228889	5.53667 	0.0843885
8400	15.1521 	0.226158	5.51627 	0.0858383
8500	15.157 	0.223534	5.52991 	0.0859117
8600	15.129 	0.222692	5.54303 	0.085915
8700	15.1648 	0.223022	5.52309 	0.087231
8800	15.1006 	0.22964	5.52331 	0.0862343
8900	15.1227 	0.228121	5.51525 	0.0856401
9000	15.1115 	0.225854	5.51015 	0.0848369
9100	15.115 	0.223387	5.50292 	0.08421
9200	15.0787 	0.223906	5.51823 	0.0846848
9300	15.118 	0.224931	5.49917 	0.0859104
9400	15.1211 	0.222548	5.51619 	0.0866801
9500	15.0891 	0.22251	5.54488 	0.0904342
9600	15.0806 	0.220346	5.54653 	0.0895023
9700	15.0699 	0.218325	5.55031 	0.0886556
9800	15.0932 	0.217346	5.54508 	0.0879023
9900	15.079 	0.215613	5.54463 	0.087011
10000	15.0817 	0.213464	5.54663 	0.0861599
