0 -0.737285 0.00380616
1 -0.73839 0.00396646
2 -0.738831 0.00388868
3 -0.740066 0.0039406
4 -0.74093 0.00408228
5 -0.741894 0.00384994
6 -0.742834 0.00395609
7 -0.744829 0.00399429
8 -0.744672 0.00434286
9 -0.745886 0.00436062
10 -0.746473 0.00450511
11 -0.746449 0.00426346
12 -0.747314 0.0038462
13 -0.747184 0.00401494
14 -0.748315 0.00407189
15 -0.748947 0.00380377
16 -0.75047 0.00349833
17 -0.751446 0.00328626
18 -0.751268 0.00335745
19 -0.75191 0.00335734
20 -0.752898 0.0033504
21 -0.752177 0.0033816
22 -0.752965 0.00334978
23 -0.753467 0.00356075
24 -0.752873 0.00368504
25 -0.753084 0.00353828
26 -0.754903 0.00330713
27 -0.755334 0.0034708
28 -0.755776 0.00351783
29 -0.755888 0.00342915
30 -0.755904 0.00351783
31 -0.756958 0.00319688
32 -0.75781 0.00319771
33 -0.7576 0.00317712
34 -0.758729 0.00302737
35 -0.759805 0.0032962
36 -0.758444 0.00332232
37 -0.759617 0.00318375
38 -0.760278 0.00329688
39 -0.759557 0.00323543
40 -0.760242 0.00342973
41 -0.761491 0.00336612
42 -0.76213 0.00325649
43 -0.763152 0.00331689
44 -0.763689 0.0033622
45 -0.76369 0.00341465
46 -0.762907 0.00343436
47 -0.764695 0.00338686
48 -0.764201 0.00359282
49 -0.764251 0.00356021
50 -0.76424 0.00351214
51 -0.764901 0.00343146
52 -0.764579 0.00354821
53 -0.76484 0.00351365
54 -0.763641 0.00360641
55 -0.764785 0.00374174
56 -0.765281 0.0037739
57 -0.764871 0.00373928
58 -0.764958 0.0033879
59 -0.764581 0.00354819
60 -0.765471 0.00337057
61 -0.766241 0.00334774
62 -0.766308 0.00348118
63 -0.766182 0.0033663
64 -0.767527 0.00318069
65 -0.767713 0.00311298
66 -0.768388 0.00316758
67 -0.768019 0.00285996
68 -0.768017 0.00310067
69 -0.767917 0.00319176
70 -0.768295 0.00303577
71 -0.768733 0.00299544
72 -0.769648 0.00306319
73 -0.770036 0.00330447
74 -0.770217 0.00313861
75 -0.769225 0.00328972
76 -0.769329 0.00348148
77 -0.767894 0.00354359
78 -0.767893 0.00363775
79 -0.76831 0.00340108
80 -0.7687 0.00323983
81 -0.769132 0.00314593
82 -0.76863 0.00336607
83 -0.769172 0.00338535
84 -0.769468 0.0035889
85 -0.76912 0.00363218
86 -0.769034 0.00360147
87 -0.768827 0.0033996
88 -0.769069 0.00345137
89 -0.769225 0.00355058
