-1.66676 	0
-1.66613 	0.000638113
-1.66618 	0.000371758
-1.66613 	0.000267786
-1.66586 	0.00033921
-1.66563 	0.000357685
-1.66552 	0.000322919
-1.66563 	0.000300116
-1.66602 	0.000475479
-1.66659 	0.000709251
-1.66715 	0.000853485
-1.66751 	0.000856106
-1.66764 	0.000798223
-1.66764 	0.000739031
-1.66749 	0.000705208
-1.66727 	0.000694924
-1.66705 	0.000688164
-1.66688 	0.000671262
-1.66686 	0.000635179
-1.667 	0.000619045
-1.66723 	0.000632465
-1.66739 	0.000623936
-1.66749 	0.000604053
-1.66754 	0.000580103
-1.66762 	0.000562912
-1.66779 	0.000565302
-1.66798 	0.000578432
-1.6682 	0.000596726
-1.66842 	0.000617287
-1.66862 	0.000630476
-1.66878 	0.000630179
-1.66889 	0.000619822
-1.669 	0.000609768
-1.66909 	0.000598528
-1.66914 	0.000583695
-1.66915 	0.000567289
-1.6691 	0.000553898
-1.66901 	0.000546006
-1.66891 	0.000541638
-1.66881 	0.000537459
-1.66873 	0.000530532
-1.66866 	0.000521571
-1.66865 	0.000509582
-1.66865 	0.000497899
-1.66868 	0.000487547
-1.66873 	0.000479484
-1.66881 	0.000475516
-1.66889 	0.000472852
-1.669 	0.000476445
-1.66915 	0.000488032
-1.6693 	0.000501581
-1.66945 	0.000514937
-1.66959 	0.000524313
-1.66968 	0.000522741
-1.66971 	0.000513885
-1.66968 	0.000505358
-1.66963 	0.000499637
-1.66957 	0.000494484
-1.66951 	0.000489946
-1.66945 	0.000485487
-1.66941 	0.00047868
-1.66939 	0.00047139
-1.66934 	0.000466313
-1.66925 	0.000468437
-1.66912 	0.000478424
-1.66897 	0.00049427
-1.66886 	0.000499692
-1.6688 	0.000495464
-1.6688 	0.000488238
-1.66885 	0.000483372
-1.66895 	0.000487387
-1.6691 	0.000502845
-1.66926 	0.000521318
-1.66941 	0.000537683
-1.66954 	0.000545528
-1.66963 	0.000545003
-1.66968 	0.0005401
-1.66969 	0.000533386
-1.66968 	0.000526657
-1.66965 	0.000521015
-1.66961 	0.000516027
-1.66959 	0.000510167
-1.66959 	0.000503983
-1.6696 	0.000498015
-1.66963 	0.000492923
-1.66966 	0.000488379
-1.6697 	0.000483916
-1.66972 	0.000478953
-1.66972 	0.000473546
-1.66971 	0.000468301
-1.66972 	0.000463131
-1.66972 	0.000458096
-1.66973 	0.000453165
-1.66972 	0.00044832
-1.66971 	0.000443973
-1.66967 	0.000440428
-1.66964 	0.00043758
-1.66961 	0.000434064
-1.66959 	0.000429952
-1.66958 	0.000425743
-1.66958 	0.000421517
-1.66958 	0.000417364
-1.66959 	0.000413435
-1.66961 	0.000410143
-1.66966 	0.000408643
-1.66972 	0.000409369
-1.66979 	0.000411388
-1.66986 	0.000414128
-1.66994 	0.000416969
-1.67 	0.000418239
-1.67005 	0.000417435
-1.67009 	0.000416021
-1.67014 	0.000414401
-1.67018 	0.00041307
-1.67022 	0.000411858
-1.67027 	0.000410539
-1.6703 	0.000408695
-1.67033 	0.000405748
-1.67033 	0.000402424
-1.67032 	0.000399181
-1.67028 	0.000397873
-1.67024 	0.000396619
-1.67021 	0.000395003
-1.6702 	0.000391976
-1.67021 	0.000389132
-1.67024 	0.000387273
-1.67027 	0.000385357
-1.67029 	0.000382837
-1.6703 	0.000380006
-1.67031 	0.000377233
-1.67033 	0.000374543
-1.67034 	0.000371815
-1.67034 	0.000369093
-1.67034 	0.000366328
-1.67033 	0.000363882
-1.6703 	0.000362211
-1.67026 	0.000362245
-1.6702 	0.000363687
-1.67015 	0.000365664
-1.6701 	0.000365421
-1.67008 	0.000363576
-1.67007 	0.000361126
-1.67007 	0.000358595
-1.67008 	0.000356116
-1.67008 	0.000353661
-1.67008 	0.000351236
-1.67008 	0.000348845
-1.67009 	0.000346496
-1.67009 	0.000344224
-1.67011 	0.00034221
-1.67013 	0.000340491
-1.67014 	0.000338525
-1.67015 	0.000336357
-1.67014 	0.000334181
-1.67014 	0.000332092
-1.67013 	0.000329962
-1.67014 	0.000327967
-1.67017 	0.000326632
-1.6702 	0.000326602
-1.67024 	0.000327326
-1.67029 	0.000327971
-1.67032 	0.000327238
-1.67034 	0.000325862
-1.67035 	0.000324027
-1.67035 	0.000322083
-1.67036 	0.000320225
-1.67037 	0.000318397
-1.67037 	0.000316505
-1.67036 	0.000314648
-1.67035 	0.000313016
-1.67033 	0.000311997
-1.67032 	0.000310327
-1.67034 	0.000308956
-1.67037 	0.000308711
-1.67041 	0.000309268
-1.67044 	0.000309677
-1.67047 	0.000309168
-1.67048 	0.000307736
-1.67048 	0.000306013
-1.67046 	0.000304992
-1.67043 	0.000304865
-1.67039 	0.00030562
-1.67036 	0.000305977
-1.67033 	0.00030527
-1.67033 	0.000303688
-1.67033 	0.000302057
-1.67033 	0.000300458
-1.67034 	0.000298951
-1.67035 	0.000297418
-1.67035 	0.00029585
-1.67034 	0.000294325
-1.67034 	0.00029279
-1.67034 	0.000291273
-1.67035 	0.000289948
-1.67037 	0.000288914
-1.67039 	0.00028817
-1.67041 	0.000287313
-1.67042 	0.000286136
-1.67042 	0.00028472
-1.67043 	0.000283318
-1.67043 	0.000281972
-1.67043 	0.000280579
-1.67043 	0.000279229
-1.67041 	0.000278271
-1.67039 	0.000278208
-1.67035 	0.000278814
-1.67032 	0.00027966
-1.67029 	0.000279736
-1.67027 	0.000279028
-1.67027 	0.00027772
-1.67027 	0.000276402
-1.67026 	0.000275144
-1.67026 	0.000273897
-1.67025 	0.000272633
-1.67025 	0.000271418
-1.67024 	0.00027047
-1.67022 	0.000269645
-1.6702 	0.000269093
-1.67018 	0.000268804
-1.67015 	0.000268929
-1.67012 	0.000269344
-1.67009 	0.000269694
-1.67007 	0.0002695
-1.67005 	0.000268879
-1.67004 	0.00026815
-1.67002 	0.000267413
-1.67001 	0.000266534
-1.67 	0.000265534
-1.67 	0.000264372
-1.67001 	0.000263481
-1.67003 	0.000262783
-1.67004 	0.000262306
-1.67006 	0.000261932
-1.67009 	0.000261737
-1.6701 	0.00026125
-1.67012 	0.000260586
-1.67013 	0.000259683
-1.67013 	0.000258599
-1.67013 	0.000257579
-1.67011 	0.000256897
-1.67009 	0.000256696
-1.67007 	0.000256326
-1.67006 	0.000255692
-1.67005 	0.000254751
-1.67005 	0.000253734
-1.67004 	0.000252748
-1.67003 	0.000251815
-1.67003 	0.000250916
-1.67002 	0.000250012
-1.67002 	0.00024903
-1.67001 	0.000248042
-1.67001 	0.000247101
-1.67 	0.000246564
-1.66998 	0.000246318
-1.66995 	0.000246701
-1.66992 	0.000247392
-1.6699 	0.000247538
-1.66988 	0.000247017
-1.66987 	0.000246327
-1.66986 	0.00024577
-1.66984 	0.00024547
-1.66982 	0.00024528
-1.6698 	0.000245267
-1.66978 	0.000245089
-1.66977 	0.000244653
-1.66975 	0.00024402
-1.66974 	0.000243432
-1.66973 	0.000242653
-1.66973 	0.000241763
-1.66973 	0.0002409
-1.66972 	0.000240114
-1.66971 	0.000239513
-1.66969 	0.000239222
-1.66967 	0.000239217
-1.66965 	0.000239674
-1.66961 	0.000240807
-1.66958 	0.000242603
-1.66954 	0.000244424
-1.66951 	0.000246109
-1.66948 	0.00024729
-1.66945 	0.000248024
-1.66942 	0.000248485
-1.6694 	0.000248498
-1.66938 	0.000248116
-1.66938 	0.000247424
-1.66937 	0.00024667
-1.66936 	0.000245831
-1.66936 	0.000244977
-1.66937 	0.000244164
-1.66937 	0.000243361
-1.66938 	0.000242562
-1.66938 	0.000241746
-1.66938 	0.000240922
-1.66938 	0.000240104
-1.66939 	0.000239307
-1.6694 	0.000238754
-1.66942 	0.000238839
-1.66945 	0.000239633
-1.66947 	0.000240292
-1.66949 	0.000240347
-1.6695 	0.00023979
-1.6695 	0.000238995
-1.66949 	0.000238348
-1.66948 	0.000237961
-1.66947 	0.0002373
-1.66948 	0.000236553
-1.66948 	0.000235866
-1.66949 	0.000235207
-1.66949 	0.000234468
-1.66949 	0.000233715
-1.66949 	0.000233067
-1.66948 	0.000232447
-1.66947 	0.000231773
-1.66947 	0.000231099
-1.66946 	0.000230403
-1.66945 	0.000229792
-1.66945 	0.000229164
-1.66944 	0.000228483
-1.66944 	0.000227765
-1.66945 	0.000227082
-1.66945 	0.000226411
-1.66945 	0.000225727
-1.66946 	0.000225035
-1.66945 	0.000224359
-1.66944 	0.000223922
-1.66943 	0.000223586
-1.66942 	0.000223218
-1.66941 	0.000222637
-1.66941 	0.00022196
-1.66942 	0.000221393
-1.66943 	0.000221129
-1.66945 	0.000221307
-1.66947 	0.000221801
-1.6695 	0.000222252
-1.66952 	0.000222421
-1.66953 	0.000222257
-1.66954 	0.000221805
-1.66955 	0.000221258
-1.66955 	0.000220645
-1.66956 	0.000220113
-1.66956 	0.000219528
-1.66957 	0.000218901
-1.66957 	0.000218325
-1.66958 	0.000217901
-1.66959 	0.000217574
-1.6696 	0.000217242
-1.66962 	0.000216977
-1.66963 	0.000216812
-1.66965 	0.000216807
-1.66967 	0.000216969
-1.66968 	0.000216968
-1.6697 	0.000216898
-1.66971 	0.000216742
-1.66972 	0.000216513
-1.66974 	0.000216241
-1.66975 	0.00021594
-1.66975 	0.000215422
-1.66976 	0.000214913
-1.66977 	0.000214438
-1.66978 	0.000214085
-1.66979 	0.000214077
-1.66981 	0.000214434
-1.66983 	0.000214654
-1.66985 	0.000214709
-1.66986 	0.000214642
-1.66988 	0.000214349
-1.66989 	0.000214011
-1.66989 	0.000213476
-1.66989 	0.000212897
-1.66989 	0.000212326
-1.66989 	0.000211786
-1.66988 	0.000211301
-1.66987 	0.000210869
-1.66986 	0.000210432
-1.66986 	0.000209962
-1.66986 	0.000209409
-1.66986 	0.000208896
-1.66987 	0.000208405
-1.66987 	0.000207915
-1.66987 	0.000207394
-1.66988 	0.000206852
-1.66988 	0.00020631
-1.66987 	0.000205774
-1.66987 	0.000205243
-1.66987 	0.000204718
-1.66987 	0.000204228
-1.66986 	0.000203767
-1.66985 	0.000203396
-1.66984 	0.000203253
-1.66983 	0.000203068
-1.66982 	0.000202799
-1.66981 	0.000202456
-1.6698 	0.00020206
