12.6461	15.2468	0.756026
12.4875	14.1782	0.670659
11.4311	13.8708	0.609318
11.3179	13.8464	0.765937
11.4563	13.2082	0.792689
11.2329	13.0312	0.83591
11.1617	13.0253	0.799571
10.9161	12.6166	0.559536
10.5566	12.7547	0.721462
11.1125	12.8947	0.820975
10.6628	12.7663	0.725587
10.6264	13.0474	0.807745
11.1264	12.9266	0.742431
10.3566	12.9454	0.744347
10.8399	12.9379	0.730375
9.89839	12.8234	0.741344
10.6819	12.6668	0.608277
11.1043	12.9079	0.733226
11.1177	12.9522	0.71027
11.2874	12.8855	0.665434
10.7856	12.721	0.638264
10.8237	12.9085	0.776401
11.1552	12.8673	0.766584
10.8825	12.4869	0.663606
10.2839	12.0194	0.64848
9.71845	11.598	0.649871
10.085	11.5932	0.621373
10.085	11.4462	0.63648
9.93219	11.2086	0.628152
9.28698	11.4828	0.881545
8.97378	11.3218	0.771435
8.19061	11.119	0.931769
8.52087	10.8047	0.974895
8.52087	10.7239	0.925291
8.51797	10.5233	0.931228
8.62402	10.6556	0.963892
8.67881	10.7019	0.830482
8.4756	10.554	0.65903
8.5766	10.659	0.897605
8.14048	10.9671	0.97408
8.5766	10.5298	0.76466
8.26715	10.2777	0.871565
8.13166	10.1591	0.928488
8.06499	9.98936	0.796066
8.06499	9.73172	0.784413
7.95295	9.53288	0.83279
7.94974	9.55285	0.770442
7.55304	9.39817	0.805476
7.55304	9.43848	0.840786
7.75417	9.91373	0.844741
7.75417	10.1333	1.01927
7.75417	10.3088	0.835573
8.02844	9.85868	0.69342
8.02844	9.54277	0.576088
8.33648	9.70075	0.594477
8.37671	10.2171	0.670813
8.5647	10.3332	0.680219
8.74109	10.5392	0.642725
7.95997	10.1866	0.867477
7.95997	9.64432	0.780748
7.95997	9.711	0.793002
7.98071	9.81532	0.711659
8.34826	9.61861	0.615711
8.47984	9.66499	0.523059
8.07405	9.70575	0.610341
8.28879	10.1103	0.887446
8.13924	9.5921	0.651069
7.8997	9.77285	0.931109
7.8997	9.53635	0.777464
7.76072	9.78676	0.908849
7.76072	9.4992	0.784915
7.79399	9.46475	0.727465
7.75856	9.26146	0.661865
7.23975	8.88611	0.74634
6.93409	8.70366	0.583758
7.26899	8.69494	0.601623
7.19745	8.7666	0.722729
6.86963	9.11121	0.771831
7.0514	8.98206	0.629006
6.75105	8.90844	0.756225
6.67135	8.86568	0.704243
7.40231	9.39256	0.699386
7.55257	9.47804	0.779457
7.8723	9.43797	0.763054
7.46827	8.95284	0.529159
7.20047	8.81598	0.678104
6.99697	8.67038	0.659518
6.98223	8.38267	0.678465
6.3464	8.08422	0.806788
6.52386	8.07824	0.796168
6.38725	8.29054	0.835641
6.25021	8.15095	0.792064
6.60163	8.07488	0.728397
6.26192	8.12088	0.773325
6.29866	8.04282	0.639528
6.26192	7.94899	0.73374
6.26192	8.03806	0.775273
6.16864	7.91898	0.77085
6.06625	7.82071	0.817817
6.23426	8.00535	0.850027
6.1766	8.26605	0.826055
6.48078	8.38484	0.79401
6.3448	8.63122	1.00792
6.14625	8.36452	0.817489
6.14625	8.64692	1.07677
6.0886	8.64378	1.04148
6.0886	8.1925	0.863957
6.0886	8.02421	0.790634
6.30382	7.61611	0.619094
6.25292	7.83191	0.765287
6.02692	8.0431	0.740933
6.58169	7.98822	0.657052
6.35163	8.37245	0.812678
6.23031	8.09932	0.646383
6.23031	8.10048	0.683088
6.03471	8.18448	0.816382
6.03471	8.35706	0.914765
6.13482	8.28621	0.937646
6.34499	7.97206	0.865005
6.34499	8.19338	0.859469
6.39007	8.15259	0.766282
6.65353	8.02068	0.633007
6.25714	8.36976	0.800867
6.22177	8.43201	0.751314
6.81609	8.80412	0.749084
6.7924	8.8067	0.7644
6.85681	8.78638	0.770901
6.75015	8.90432	0.750175
6.6068	8.53834	0.7524
6.34763	8.43094	0.911389
6.34763	8.32401	0.912044
6.44354	7.85808	0.721433
6.44986	7.68041	0.580271
6.39799	7.71821	0.805767
6.32037	8.06894	0.990142
6.33573	8.03707	0.928959
6.3016	7.72451	0.848238
6.36222	7.60858	0.799663
5.96634	7.31538	0.592441
5.84879	7.16327	0.575348
6.00505	6.74216	0.388875
5.79169	7.11924	0.734183
5.74779	7.00785	0.638533
5.70908	7.27363	0.715294
5.53952	7.03715	0.787103
5.49409	6.85399	0.694333
5.49409	6.77212	0.666469
5.41407	6.68004	0.667605
5.49409	6.9843	0.705397
5.4973	7.04923	0.659753
5.4973	6.96512	0.680724
5.46355	7.02778	0.956024
5.46355	6.52575	0.779344
5.38037	6.51997	0.586524
5.44312	6.66585	0.621985
5.44312	6.74543	0.679889
5.35315	6.56217	0.724247
5.35906	6.64375	0.782504
5.28731	6.82811	0.94918
5.20704	7.07345	0.888426
5.08945	6.92836	0.749994
5.51443	7.26534	0.86046
5.51443	7.27007	0.843473
5.2474	6.87726	0.812874
5.2474	6.63098	0.642372
5.2474	6.80307	0.883353
5.09455	6.83283	0.845967
5.09455	6.58916	0.753457
4.96626	6.87206	0.892462
5.09455	6.94417	0.994604
4.96804	5.74017	0.44491
4.95002	5.66408	0.467656
4.95002	6.16155	0.809269
4.95002	6.36523	0.807008
4.96804	6.47003	0.756423
4.96804	6.59468	0.813383
4.95002	7.05611	1.06062
4.95002	6.45318	0.793357
4.86715	6.83841	0.798294
4.96804	6.68523	0.818225
4.98428	7.05689	0.933654
4.96804	6.47408	0.928817
4.96804	6.68591	0.998992
4.96804	6.43897	0.819622
4.96804	6.66851	1.02575
4.96804	6.43181	0.836302
4.96804	6.27364	0.8139
4.96804	6.59081	0.867681
4.96804	6.43768	0.915422
4.96804	6.26094	0.832106
4.96804	6.39306	0.655457
4.96804	6.65887	0.729348
4.96804	7.09791	1.05911
4.96804	6.32693	0.775025
4.96804	5.91478	0.721146
4.96804	5.59913	0.577706
4.96804	5.73378	0.563702
4.86715	5.85798	0.721303
4.96804	6.65135	0.841893
4.92693	6.7736	1.09297
4.92693	6.52183	0.798642
4.92693	6.17274	0.633114
4.96804	6.44922	0.77794
4.92693	6.27717	0.704662
4.92693	6.42633	0.809412
4.92693	6.51755	0.636579
4.92693	6.85105	0.883519
4.92693	6.6586	0.999207
4.92693	6.30109	0.723178
4.92693	6.57269	0.819503
4.92693	6.3115	0.794432
4.92693	6.11402	0.736224
4.92693	6.11562	0.763569
4.85972	5.93106	0.673279
4.92693	6.32739	0.80676
4.9836	6.35877	0.704559
4.92693	6.59215	0.923916
4.85972	6.31401	0.872443
4.85972	6.2942	0.922059
4.81939	6.64741	0.913717
4.85972	7.05495	0.928422
4.85972	7.16826	0.909481
4.85972	6.70773	0.980605
4.85972	6.71382	0.895194
4.85972	7.15641	1.10867
4.85972	6.98421	1.01291
4.85972	7.3382	1.22631
5.00168	6.9272	0.915939
5.00168	6.70118	0.795543
4.98311	6.84229	0.87023
4.98311	7.22786	0.953952
5.01506	7.09129	0.93041
5.01506	6.98514	0.990416
5.01506	6.89457	0.865308
5.01506	6.90096	0.868545
5.01506	7.10605	0.910652
5.01506	6.87213	0.862263
5.01506	7.00101	1.01354
5.01506	6.59593	0.566596
5.44595	6.59542	0.51006
5.30291	6.59173	0.543517
5.30291	6.76085	0.733807
5.30291	6.63466	0.767844
5.30291	6.68005	0.72975
5.23244	7.21871	1.01964
5.23244	7.44432	0.942083
5.2734	7.49361	1.06537
5.47348	7.36746	0.949668
5.30291	7.48103	1.01773
5.28138	6.54787	0.599505
5.45508	6.77573	0.736787
5.23244	7.08183	0.81138
5.23244	7.5633	0.967992
5.23244	7.09583	0.830126
4.95151	7.01065	0.728466
4.91218	7.2043	1.00454
5.04113	7.46783	1.12045
4.91218	7.57633	1.1637
4.91218	6.69031	0.906149
4.91218	6.3473	0.844634
4.91218	6.62197	0.962385
4.91218	6.88951	1.08599
4.91218	7.21831	1.29015
4.91218	6.60346	1.19044
4.91218	6.82819	1.29723
4.91218	7.08254	1.37108
4.91218	6.57929	1.23427
4.91218	6.68163	0.971505
4.84414	6.46754	0.76085
4.84414	6.47526	0.866501
4.91218	6.70263	0.814337
4.91218	6.62317	0.85765
4.85215	6.87031	0.898625
4.77626	6.58639	1.06336
4.77626	6.99311	1.06474
4.81058	7.12311	1.03576
4.90828	7.30113	0.996599
4.97396	7.07916	0.905822
4.95494	7.2103	0.975672
4.95494	7.19279	0.956553
4.84011	7.35786	1.11626
4.84011	6.91981	0.891398
4.84011	7.05365	0.945325
4.84011	7.06466	0.951263
4.84011	7.06118	0.883328
4.71623	6.57316	0.832328
4.84011	6.86346	0.8957
4.84011	7.24469	0.867746
4.96566	7.26583	0.940678
5.02569	7.3495	0.939754
4.92848	7.42812	0.829403
4.95951	7.48738	0.852935
4.95951	7.03336	0.861757
4.95951	7.0031	1.08011
5.05361	7.10306	0.991957
5.17225	6.9406	0.998586
5.08602	6.4627	0.67845
5.05498	6.48907	0.846276
5.15156	6.80972	0.825894
5.08602	6.90452	0.74001
5.05498	6.77466	0.811849
5.05498	7.04322	0.909
5.05498	6.85789	0.974251
5.29931	7.22194	0.834693
5.29931	7.05596	1.01812
5.26116	7.34389	0.921899
5.34668	7.4091	0.843629
5.34668	7.35259	0.853009
5.34668	7.60977	0.953965
5.5753	7.61466	0.923931
5.34668	7.57378	0.990539
5.34668	7.37891	0.833904
5.34668	7.18231	0.586477
5.34668	7.53685	0.818439
5.118	7.1009	0.856227
5.118	7.4115	1.14046
5.118	7.24453	0.966964
5.118	7.13277	0.740838
5.118	7.29179	0.83014
5.118	7.62032	1.07005
5.118	8.2003	0.949409
5.118	7.9772	1.15701
5.118	7.85642	1.13304
5.118	7.80299	1.1743
5.118	7.30557	1.09507
5.118	7.26196	0.96797
5.118	7.68477	0.952964
5.3944	8.1645	0.950962
5.93241	8.62585	1.16083
5.65596	8.51793	1.26908
5.45611	8.06635	0.878457
5.55084	8.14228	0.890684
5.65596	8.51393	0.900656
5.65596	7.9842	0.904578
5.65596	8.01804	0.92325
5.64291	7.98494	1.06304
5.50675	7.92448	0.944004
5.50675	7.70191	0.895136
5.86439	7.64906	1.0442
5.86131	7.58494	0.884053
5.86131	7.69328	0.729497
6.0946	8.03591	0.897909
6.04647	8.12556	0.817941
6.04647	7.95855	0.840286
6.04647	8.05927	0.663325
6.30436	7.92077	0.715833
6.27332	7.85915	0.826516
6.52068	7.96779	0.662241
6.48261	8.00672	0.790578
6.30436	8.13338	0.90026
6.30436	7.62445	0.832509
6.02664	7.62278	0.832051
6.03037	7.88072	0.824607
6.03037	7.88122	0.927036
5.83062	8.132	0.94526
6.13946	8.18264	0.796722
6.10667	8.23026	0.81837
6.10667	8.18615	0.878222
6.10667	7.83987	0.775813
6.10667	7.86611	0.930208
6.10667	7.68145	0.713573
6.10667	7.75992	0.709403
6.36538	7.83945	0.681678
6.59256	7.84738	0.615484
5.81118	7.7108	0.812391
5.97738	7.53948	0.673193
5.81118	7.6481	0.863005
5.81118	7.45774	0.836902
5.63996	7.58507	0.80323
5.56655	7.85211	0.893744
5.56655	7.77304	0.819656
5.56655	7.50577	0.694793
5.56655	8.01147	1.05382
5.56655	8.01686	0.884965
5.56655	7.83262	0.830884
6.52419	8.51644	0.912304
6.44091	8.23514	0.77914
6.04104	8.15554	0.813169
6.50322	8.13875	0.735258
6.42094	8.173	0.861783
6.28737	8.06485	0.80465
6.50301	7.90803	0.6982
6.36288	7.69243	0.6939
6.24513	8.0399	0.873561
6.22568	7.97099	0.682776
6.22568	7.909	0.701561
6.09479	8.09751	0.668871
6.37514	8.17578	0.751337
6.59026	8.22141	0.635891
6.37514	8.32683	0.818147
6.37514	8.34706	0.81992
6.37514	8.18346	0.766548
6.46596	8.11467	0.659838
6.17549	7.96045	0.692908
6.22552	7.99207	0.714124
6.35231	7.89513	0.585765
6.56661	7.87726	0.593977
6.47025	8.12729	0.631398
6.5209	8.20581	0.763521
6.63021	8.44982	0.747023
6.53485	8.35662	0.744338
6.45011	8.57619	0.891893
6.47967	8.81653	0.665872
7.04475	8.66635	0.711593
6.82039	8.80879	0.752454
6.82039	8.96753	0.833885
6.94443	9.00768	0.778398
6.95438	8.9691	0.744185
6.8405	9.0253	0.90425
7.42656	8.967	0.490605
7.28191	9.10402	0.677927
7.07118	9.20615	0.888663
7.29109	9.21523	0.855735
7.17954	9.17666	0.802024
7.48619	9.71778	0.917233
7.56903	9.94325	1.14392
7.72717	10.3715	1.14989
7.77627	9.80191	0.889302
7.51799	9.63811	0.858488
6.79279	9.08452	0.942335
6.92413	9.31636	1.09316
6.79279	9.04357	0.881795
6.79279	8.47023	0.836173
6.79279	8.5974	0.898984
6.79279	8.64475	0.819407
6.7551	8.94161	1.14796
6.76176	9.07709	1.05143
6.92413	8.93279	0.969969
6.92413	8.802	0.812377
6.91472	8.56583	0.711106
7.00552	8.96508	0.86638
7.00552	8.99913	0.894779
7.00552	8.61377	0.886795
7.11571	8.79987	0.775483
6.97449	8.99052	0.934423
7.01598	9.07942	0.883692
7.00695	9.15742	1.01042
7.00695	9.24204	0.859393
7.00695	9.43012	1.04525
7.23753	9.47098	0.903078
7.23753	9.52275	0.897358
7.02989	9.95486	0.991918
7.12318	10.2184	1.12678
7.12318	9.92534	1.00232
8.01721	10.0111	0.670694
8.28717	10.396	0.727314
8.66002	10.6604	0.766364
9.0366	10.683	0.756299
8.81197	10.8396	0.710906
9.19609	10.7946	0.715625
9.1156	11.0697	0.830969
9.1156	10.993	0.795173
8.94958	10.8218	0.663946
8.8547	11.2163	0.743534
8.00726	10.4366	0.766007
8.00726	10.3171	0.684887
8.32602	10.4057	0.768144
8.32602	10.5549	0.801084
8.32602	10.6984	0.712627
8.32602	10.878	0.874216
8.32602	10.8275	1.1175
8.32602	10.6091	0.861114
8.32602	10.788	0.988179
8.32602	10.7907	0.92579
8.40773	10.5401	0.733653
7.92513	10.4154	0.823296
8.20421	10.1435	0.806702
7.61457	9.23655	0.624204
7.46197	9.57791	0.861585
7.39868	9.6632	0.732631
7.74373	9.52515	0.766707
7.74373	9.26868	0.66893
7.30578	9.03039	0.77814
7.07846	8.54448	0.620638
7.09171	8.51157	0.668237
7.08768	8.55688	0.695852
7.08768	8.41945	0.59409
6.8832	8.36517	0.78916
6.92844	8.43711	0.759427
6.92844	9.07068	0.923583
6.22738	9.03645	0.879659
6.51869	9.7527	1.00868
6.97677	9.82617	1.0319
6.90461	9.08048	0.843938
6.90461	8.94063	0.840956
6.90461	8.97415	0.792109
7.02663	8.69451	0.572927
7.02663	9.27428	0.819912
7.00105	9.44767	0.922719
7.00105	8.99923	0.775489
7.16871	9.17772	0.813411
7.07363	8.90441	0.85385
7.08139	8.99781	0.940859
6.9004	8.47443	0.759344
7.03514	8.88195	0.89917
6.92818	8.77577	0.953001
6.78424	8.60391	0.855976
6.78424	8.783	0.889414
6.86616	8.92641	0.954514
6.61101	8.45322	0.832223
6.57027	8.15826	0.88311
6.57027	8.08473	0.933746
6.50953	7.61978	0.736379
6.61101	7.42488	0.601131
6.61101	7.98912	0.707439
6.38123	7.83261	0.640549
6.38123	7.81614	0.789626
6.38123	7.84618	0.806526
6.38123	7.71373	0.824952
6.38123	8.10801	0.866837
6.38123	8.10501	0.886481
6.38123	8.36599	0.92752
6.38123	8.33577	0.829995
6.63893	7.83549	0.710611
6.37034	7.91278	0.719622
6.44007	7.93491	0.762101
6.38123	7.9856	0.79866
6.38123	8.20993	0.88857
6.38123	8.10397	0.944431
